Timestep,Region,acei
2419,SSA,0.1
SSA,2420,0.1
2420,SSA,0.1
SSA,2421,0.1
2421,SSA,0.1
SSA,2422,0.1
2422,SSA,0.1
SSA,2423,0.1
2423,SSA,0.1
SSA,2424,0.1
2424,SSA,0.1
SSA,2425,0.1
2425,SSA,0.1
SSA,2426,0.1
2426,SSA,0.1
SSA,2427,0.1
2427,SSA,0.1
SSA,2428,0.1
2428,SSA,0.1
SSA,2429,0.1
2429,SSA,0.1
SSA,2430,0.1
2430,SSA,0.1
SSA,2431,0.1
2431,SSA,0.1
SSA,2432,0.1
2432,SSA,0.1
SSA,2433,0.1
2433,SSA,0.1
SSA,2434,0.1
2434,SSA,0.1
SSA,2435,0.1
2435,SSA,0.1
SSA,2436,0.1
2436,SSA,0.1
SSA,2437,0.1
2437,SSA,0.1
SSA,2438,0.1
2438,SSA,0.1
SSA,2439,0.1
2439,SSA,0.1
SSA,2440,0.1
2440,SSA,0.1
SSA,2441,0.1
2441,SSA,0.1
SSA,2442,0.1
2442,SSA,0.1
SSA,2443,0.1
2443,SSA,0.1
SSA,2444,0.1
2444,SSA,0.1
SSA,2445,0.1
2445,SSA,0.1
SSA,2446,0.1
2446,SSA,0.1
SSA,2447,0.1
2447,SSA,0.1
SSA,2448,0.1
2448,SSA,0.1
SSA,2449,0.1
2449,SSA,0.1
SSA,2450,0.1
2450,SSA,0.1
SSA,2451,0.1
2451,SSA,0.1
SSA,2452,0.1
2452,SSA,0.1
SSA,2453,0.1
2453,SSA,0.1
SSA,2454,0.1
2454,SSA,0.1
SSA,2455,0.1
2455,SSA,0.1
SSA,2456,0.1
2456,SSA,0.1
SSA,2457,0.1
2457,SSA,0.1
SSA,2458,0.1
2458,SSA,0.1
SSA,2459,0.1
2459,SSA,0.1
SSA,2460,0.1
2460,SSA,0.1
SSA,2461,0.1
2461,SSA,0.1
SSA,2462,0.1
2462,SSA,0.1
SSA,2463,0.1
2463,SSA,0.1
SSA,2464,0.1
2464,SSA,0.1
SSA,2465,0.1
2465,SSA,0.1
SSA,2466,0.1
2466,SSA,0.1
SSA,2467,0.1
2467,SSA,0.1
SSA,2468,0.1
2468,SSA,0.1
SSA,2469,0.1
2469,SSA,0.1
SSA,2470,0.1
2470,SSA,0.1
SSA,2471,0.1
2471,SSA,0.1
SSA,2472,0.1
2472,SSA,0.1
SSA,2473,0.1
2473,SSA,0.1
SSA,2474,0.1
2474,SSA,0.1
SSA,2475,0.1
2475,SSA,0.1
SSA,2476,0.1
2476,SSA,0.1
SSA,2477,0.1
2477,SSA,0.1
SSA,2478,0.1
2478,SSA,0.1
SSA,2479,0.1
2479,SSA,0.1
SSA,2480,0.1
2480,SSA,0.1
SSA,2481,0.1
2481,SSA,0.1
SSA,2482,0.1
2482,SSA,0.1
SSA,2483,0.1
2483,SSA,0.1
SSA,2484,0.1
2484,SSA,0.1
SSA,2485,0.1
2485,SSA,0.1
SSA,2486,0.1
2486,SSA,0.1
SSA,2487,0.1
2487,SSA,0.1
SSA,2488,0.1
2488,SSA,0.1
SSA,2489,0.1
2489,SSA,0.1
SSA,2490,0.1
2490,SSA,0.1
SSA,2491,0.1
2491,SSA,0.1
SSA,2492,0.1
2492,SSA,0.1
SSA,2493,0.1
2493,SSA,0.1
SSA,2494,0.1
2494,SSA,0.1
SSA,2495,0.1
2495,SSA,0.1
SSA,2496,0.1
2496,SSA,0.1
SSA,2497,0.1
2497,SSA,0.1
SSA,2498,0.1
2498,SSA,0.1
SSA,2499,0.1
2499,SSA,0.1
SSA,2500,0.1
2500,SSA,0.1
SSA,2501,0.1
2501,SSA,0.1
SSA,2502,0.1
2502,SSA,0.1
SSA,2503,0.1
2503,SSA,0.1
SSA,2504,0.1
2504,SSA,0.1
SSA,2505,0.1
2505,SSA,0.1
SSA,2506,0.1
2506,SSA,0.1
SSA,2507,0.1
2507,SSA,0.1
SSA,2508,0.1
2508,SSA,0.1
SSA,2509,0.1
2509,SSA,0.1
SSA,2510,0.1
2510,SSA,0.1
SSA,2511,0.1
2511,SSA,0.1
SSA,2512,0.1
2512,SSA,0.1
SSA,2513,0.1
2513,SSA,0.1
SSA,2514,0.1
2514,SSA,0.1
SSA,2515,0.1
2515,SSA,0.1
SSA,2516,0.1
2516,SSA,0.1
SSA,2517,0.1
2517,SSA,0.1
SSA,2518,0.1
2518,SSA,0.1
SSA,2519,0.1
2519,SSA,0.1
SSA,2520,0.1
2520,SSA,0.1
SSA,2521,0.1
2521,SSA,0.1
SSA,2522,0.1
2522,SSA,0.1
SSA,2523,0.1
2523,SSA,0.1
SSA,2524,0.1
2524,SSA,0.1
SSA,2525,0.1
2525,SSA,0.1
SSA,2526,0.1
2526,SSA,0.1
SSA,2527,0.1
2527,SSA,0.1
SSA,2528,0.1
2528,SSA,0.1
SSA,2529,0.1
2529,SSA,0.1
SSA,2530,0.1
2530,SSA,0.1
SSA,2531,0.1
2531,SSA,0.1
SSA,2532,0.1
2532,SSA,0.1
SSA,2533,0.1
2533,SSA,0.1
SSA,2534,0.1
2534,SSA,0.1
SSA,2535,0.1
2535,SSA,0.1
SSA,2536,0.1
2536,SSA,0.1
SSA,2537,0.1
2537,SSA,0.1
SSA,2538,0.1
2538,SSA,0.1
SSA,2539,0.1
2539,SSA,0.1
SSA,2540,0.1
2540,SSA,0.1
SSA,2541,0.1
2541,SSA,0.1
SSA,2542,0.1
2542,SSA,0.1
SSA,2543,0.1
2543,SSA,0.1
SSA,2544,0.1
2544,SSA,0.1
SSA,2545,0.1
2545,SSA,0.1
SSA,2546,0.1
2546,SSA,0.1
SSA,2547,0.1
2547,SSA,0.1
SSA,2548,0.1
2548,SSA,0.1
SSA,2549,0.1
2549,SSA,0.1
SSA,2550,0.1
2550,SSA,0.1
SSA,2551,0.1
2551,SSA,0.1
SSA,2552,0.1
2552,SSA,0.1
SSA,2553,0.1
2553,SSA,0.1
SSA,2554,0.1
2554,SSA,0.1
SSA,2555,0.1
2555,SSA,0.1
SSA,2556,0.1
2556,SSA,0.1
SSA,2557,0.1
2557,SSA,0.1
SSA,2558,0.1
2558,SSA,0.1
SSA,2559,0.1
2559,SSA,0.1
SSA,2560,0.1
2560,SSA,0.1
SSA,2561,0.1
2561,SSA,0.1
SSA,2562,0.1
2562,SSA,0.1
SSA,2563,0.1
2563,SSA,0.1
SSA,2564,0.1
2564,SSA,0.1
SSA,2565,0.1
2565,SSA,0.1
SSA,2566,0.1
2566,SSA,0.1
SSA,2567,0.1
2567,SSA,0.1
SSA,2568,0.1
2568,SSA,0.1
SSA,2569,0.1
2569,SSA,0.1
SSA,2570,0.1
2570,SSA,0.1
SSA,2571,0.1
2571,SSA,0.1
SSA,2572,0.1
2572,SSA,0.1
SSA,2573,0.1
2573,SSA,0.1
SSA,2574,0.1
2574,SSA,0.1
SSA,2575,0.1
2575,SSA,0.1
SSA,2576,0.1
2576,SSA,0.1
SSA,2577,0.1
2577,SSA,0.1
SSA,2578,0.1
2578,SSA,0.1
SSA,2579,0.1
2579,SSA,0.1
SSA,2580,0.1
2580,SSA,0.1
SSA,2581,0.1
2581,SSA,0.1
SSA,2582,0.1
2582,SSA,0.1
SSA,2583,0.1
2583,SSA,0.1
SSA,2584,0.1
2584,SSA,0.1
SSA,2585,0.1
2585,SSA,0.1
SSA,2586,0.1
2586,SSA,0.1
SSA,2587,0.1
2587,SSA,0.1
SSA,2588,0.1
2588,SSA,0.1
SSA,2589,0.1
2589,SSA,0.1
SSA,2590,0.1
2590,SSA,0.1
SSA,2591,0.1
2591,SSA,0.1
SSA,2592,0.1
2592,SSA,0.1
SSA,2593,0.1
2593,SSA,0.1
SSA,2594,0.1
2594,SSA,0.1
SSA,2595,0.1
2595,SSA,0.1
SSA,2596,0.1
2596,SSA,0.1
SSA,2597,0.1
2597,SSA,0.1
SSA,2598,0.1
2598,SSA,0.1
SSA,2599,0.1
2599,SSA,0.1
SSA,2600,0.1
2600,SSA,0.1
SSA,2601,0.1
2601,SSA,0.1
SSA,2602,0.1
2602,SSA,0.1
SSA,2603,0.1
2603,SSA,0.1
SSA,2604,0.1
2604,SSA,0.1
SSA,2605,0.1
2605,SSA,0.1
SSA,2606,0.1
2606,SSA,0.1
SSA,2607,0.1
2607,SSA,0.1
SSA,2608,0.1
2608,SSA,0.1
SSA,2609,0.1
2609,SSA,0.1
SSA,2610,0.1
2610,SSA,0.1
SSA,2611,0.1
2611,SSA,0.1
SSA,2612,0.1
2612,SSA,0.1
SSA,2613,0.1
2613,SSA,0.1
SSA,2614,0.1
2614,SSA,0.1
SSA,2615,0.1
2615,SSA,0.1
SSA,2616,0.1
2616,SSA,0.1
SSA,2617,0.1
2617,SSA,0.1
SSA,2618,0.1
2618,SSA,0.1
SSA,2619,0.1
2619,SSA,0.1
SSA,2620,0.1
2620,SSA,0.1
SSA,2621,0.1
2621,SSA,0.1
SSA,2622,0.1
2622,SSA,0.1
SSA,2623,0.1
2623,SSA,0.1
SSA,2624,0.1
2624,SSA,0.1
SSA,2625,0.1
2625,SSA,0.1
SSA,2626,0.1
2626,SSA,0.1
SSA,2627,0.1
2627,SSA,0.1
SSA,2628,0.1
2628,SSA,0.1
SSA,2629,0.1
2629,SSA,0.1
SSA,2630,0.1
2630,SSA,0.1
SSA,2631,0.1
2631,SSA,0.1
SSA,2632,0.1
2632,SSA,0.1
SSA,2633,0.1
2633,SSA,0.1
SSA,2634,0.1
2634,SSA,0.1
SSA,2635,0.1
2635,SSA,0.1
SSA,2636,0.1
2636,SSA,0.1
SSA,2637,0.1
2637,SSA,0.1
SSA,2638,0.1
2638,SSA,0.1
SSA,2639,0.1
2639,SSA,0.1
SSA,2640,0.1
2640,SSA,0.1
SSA,2641,0.1
2641,SSA,0.1
SSA,2642,0.1
2642,SSA,0.1
SSA,2643,0.1
2643,SSA,0.1
SSA,2644,0.1
2644,SSA,0.1
SSA,2645,0.1
2645,SSA,0.1
SSA,2646,0.1
2646,SSA,0.1
SSA,2647,0.1
2647,SSA,0.1
SSA,2648,0.1
2648,SSA,0.1
SSA,2649,0.1
2649,SSA,0.1
SSA,2650,0.1
2650,SSA,0.1
SSA,2651,0.1
2651,SSA,0.1
SSA,2652,0.1
2652,SSA,0.1
SSA,2653,0.1
2653,SSA,0.1
SSA,2654,0.1
2654,SSA,0.1
SSA,2655,0.1
2655,SSA,0.1
SSA,2656,0.1
2656,SSA,0.1
SSA,2657,0.1
2657,SSA,0.1
SSA,2658,0.1
2658,SSA,0.1
SSA,2659,0.1
2659,SSA,0.1
SSA,2660,0.1
2660,SSA,0.1
SSA,2661,0.1
2661,SSA,0.1
SSA,2662,0.1
2662,SSA,0.1
SSA,2663,0.1
2663,SSA,0.1
SSA,2664,0.1
2664,SSA,0.1
SSA,2665,0.1
2665,SSA,0.1
SSA,2666,0.1
2666,SSA,0.1
SSA,2667,0.1
2667,SSA,0.1
SSA,2668,0.1
2668,SSA,0.1
SSA,2669,0.1
2669,SSA,0.1
SSA,2670,0.1
2670,SSA,0.1
SSA,2671,0.1
2671,SSA,0.1
SSA,2672,0.1
2672,SSA,0.1
SSA,2673,0.1
2673,SSA,0.1
SSA,2674,0.1
2674,SSA,0.1
SSA,2675,0.1
2675,SSA,0.1
SSA,2676,0.1
2676,SSA,0.1
SSA,2677,0.1
2677,SSA,0.1
SSA,2678,0.1
2678,SSA,0.1
SSA,2679,0.1
2679,SSA,0.1
SSA,2680,0.1
2680,SSA,0.1
SSA,2681,0.1
2681,SSA,0.1
SSA,2682,0.1
2682,SSA,0.1
SSA,2683,0.1
2683,SSA,0.1
SSA,2684,0.1
2684,SSA,0.1
SSA,2685,0.1
2685,SSA,0.1
SSA,2686,0.1
2686,SSA,0.1
SSA,2687,0.1
2687,SSA,0.1
SSA,2688,0.1
2688,SSA,0.1
SSA,2689,0.1
2689,SSA,0.1
SSA,2690,0.1
2690,SSA,0.1
SSA,2691,0.1
2691,SSA,0.1
SSA,2692,0.1
2692,SSA,0.1
SSA,2693,0.1
2693,SSA,0.1
SSA,2694,0.1
2694,SSA,0.1
SSA,2695,0.1
2695,SSA,0.1
SSA,2696,0.1
2696,SSA,0.1
SSA,2697,0.1
2697,SSA,0.1
SSA,2698,0.1
2698,SSA,0.1
SSA,2699,0.1
2699,SSA,0.1
SSA,2700,0.1
2700,SSA,0.1
SSA,2701,0.1
2701,SSA,0.1
SSA,2702,0.1
2702,SSA,0.1
SSA,2703,0.1
2703,SSA,0.1
SSA,2704,0.1
2704,SSA,0.1
SSA,2705,0.1
2705,SSA,0.1
SSA,2706,0.1
2706,SSA,0.1
SSA,2707,0.1
2707,SSA,0.1
SSA,2708,0.1
2708,SSA,0.1
SSA,2709,0.1
2709,SSA,0.1
SSA,2710,0.1
2710,SSA,0.1
SSA,2711,0.1
2711,SSA,0.1
SSA,2712,0.1
2712,SSA,0.1
SSA,2713,0.1
2713,SSA,0.1
SSA,2714,0.1
2714,SSA,0.1
SSA,2715,0.1
2715,SSA,0.1
SSA,2716,0.1
2716,SSA,0.1
SSA,2717,0.1
2717,SSA,0.1
SSA,2718,0.1
2718,SSA,0.1
SSA,2719,0.1
2719,SSA,0.1
SSA,2720,0.1
2720,SSA,0.1
SSA,2721,0.1
2721,SSA,0.1
SSA,2722,0.1
2722,SSA,0.1
SSA,2723,0.1
2723,SSA,0.1
SSA,2724,0.1
2724,SSA,0.1
SSA,2725,0.1
2725,SSA,0.1
SSA,2726,0.1
2726,SSA,0.1
SSA,2727,0.1
2727,SSA,0.1
SSA,2728,0.1
2728,SSA,0.1
SSA,2729,0.1
2729,SSA,0.1
SSA,2730,0.1
2730,SSA,0.1
SSA,2731,0.1
2731,SSA,0.1
SSA,2732,0.1
2732,SSA,0.1
SSA,2733,0.1
2733,SSA,0.1
SSA,2734,0.1
2734,SSA,0.1
SSA,2735,0.1
2735,SSA,0.1
SSA,2736,0.1
2736,SSA,0.1
SSA,2737,0.1
2737,SSA,0.1
SSA,2738,0.1
2738,SSA,0.1
SSA,2739,0.1
2739,SSA,0.1
SSA,2740,0.1
2740,SSA,0.1
SSA,2741,0.1
2741,SSA,0.1
SSA,2742,0.1
2742,SSA,0.1
SSA,2743,0.1
2743,SSA,0.1
SSA,2744,0.1
2744,SSA,0.1
SSA,2745,0.1
2745,SSA,0.1
SSA,2746,0.1
2746,SSA,0.1
SSA,2747,0.1
2747,SSA,0.1
SSA,2748,0.1
2748,SSA,0.1
SSA,2749,0.1
2749,SSA,0.1
SSA,2750,0.1
2750,SSA,0.1
SSA,2751,0.1
2751,SSA,0.1
SSA,2752,0.1
2752,SSA,0.1
SSA,2753,0.1
2753,SSA,0.1
SSA,2754,0.1
2754,SSA,0.1
SSA,2755,0.1
2755,SSA,0.1
SSA,2756,0.1
2756,SSA,0.1
SSA,2757,0.1
2757,SSA,0.1
SSA,2758,0.1
2758,SSA,0.1
SSA,2759,0.1
2759,SSA,0.1
SSA,2760,0.1
2760,SSA,0.1
SSA,2761,0.1
2761,SSA,0.1
SSA,2762,0.1
2762,SSA,0.1
SSA,2763,0.1
2763,SSA,0.1
SSA,2764,0.1
2764,SSA,0.1
SSA,2765,0.1
2765,SSA,0.1
SSA,2766,0.1
2766,SSA,0.1
SSA,2767,0.1
2767,SSA,0.1
SSA,2768,0.1
2768,SSA,0.1
SSA,2769,0.1
2769,SSA,0.1
SSA,2770,0.1
2770,SSA,0.1
SSA,2771,0.1
2771,SSA,0.1
SSA,2772,0.1
2772,SSA,0.1
SSA,2773,0.1
2773,SSA,0.1
SSA,2774,0.1
2774,SSA,0.1
SSA,2775,0.1
2775,SSA,0.1
SSA,2776,0.1
2776,SSA,0.1
SSA,2777,0.1
2777,SSA,0.1
SSA,2778,0.1
2778,SSA,0.1
SSA,2779,0.1
2779,SSA,0.1
SSA,2780,0.1
2780,SSA,0.1
SSA,2781,0.1
2781,SSA,0.1
SSA,2782,0.1
2782,SSA,0.1
SSA,2783,0.1
2783,SSA,0.1
SSA,2784,0.1
2784,SSA,0.1
SSA,2785,0.1
2785,SSA,0.1
SSA,2786,0.1
2786,SSA,0.1
SSA,2787,0.1
2787,SSA,0.1
SSA,2788,0.1
2788,SSA,0.1
SSA,2789,0.1
2789,SSA,0.1
SSA,2790,0.1
2790,SSA,0.1
SSA,2791,0.1
2791,SSA,0.1
SSA,2792,0.1
2792,SSA,0.1
SSA,2793,0.1
2793,SSA,0.1
SSA,2794,0.1
2794,SSA,0.1
SSA,2795,0.1
2795,SSA,0.1
SSA,2796,0.1
2796,SSA,0.1
SSA,2797,0.1
2797,SSA,0.1
SSA,2798,0.1
2798,SSA,0.1
SSA,2799,0.1
2799,SSA,0.1
SSA,2800,0.1
2800,SSA,0.1
SSA,2801,0.1
2801,SSA,0.1
SSA,2802,0.1
2802,SSA,0.1
SSA,2803,0.1
2803,SSA,0.1
SSA,2804,0.1
2804,SSA,0.1
SSA,2805,0.1
2805,SSA,0.1
SSA,2806,0.1
2806,SSA,0.1
SSA,2807,0.1
2807,SSA,0.1
SSA,2808,0.1
2808,SSA,0.1
SSA,2809,0.1
2809,SSA,0.1
SSA,2810,0.1
2810,SSA,0.1
SSA,2811,0.1
2811,SSA,0.1
SSA,2812,0.1
2812,SSA,0.1
SSA,2813,0.1
2813,SSA,0.1
SSA,2814,0.1
2814,SSA,0.1
SSA,2815,0.1
2815,SSA,0.1
SSA,2816,0.1
2816,SSA,0.1
SSA,2817,0.1
2817,SSA,0.1
SSA,2818,0.1
2818,SSA,0.1
SSA,2819,0.1
2819,SSA,0.1
SSA,2820,0.1
2820,SSA,0.1
SSA,2821,0.1
2821,SSA,0.1
SSA,2822,0.1
2822,SSA,0.1
SSA,2823,0.1
2823,SSA,0.1
SSA,2824,0.1
2824,SSA,0.1
SSA,2825,0.1
2825,SSA,0.1
SSA,2826,0.1
2826,SSA,0.1
SSA,2827,0.1
2827,SSA,0.1
SSA,2828,0.1
2828,SSA,0.1
SSA,2829,0.1
2829,SSA,0.1
SSA,2830,0.1
2830,SSA,0.1
SSA,2831,0.1
2831,SSA,0.1
SSA,2832,0.1
2832,SSA,0.1
SSA,2833,0.1
2833,SSA,0.1
SSA,2834,0.1
2834,SSA,0.1
SSA,2835,0.1
2835,SSA,0.1
SSA,2836,0.1
2836,SSA,0.1
SSA,2837,0.1
2837,SSA,0.1
SSA,2838,0.1
2838,SSA,0.1
SSA,2839,0.1
2839,SSA,0.1
SSA,2840,0.1
2840,SSA,0.1
SSA,2841,0.1
2841,SSA,0.1
SSA,2842,0.1
2842,SSA,0.1
SSA,2843,0.1
2843,SSA,0.1
SSA,2844,0.1
2844,SSA,0.1
SSA,2845,0.1
2845,SSA,0.1
SSA,2846,0.1
2846,SSA,0.1
SSA,2847,0.1
2847,SSA,0.1
SSA,2848,0.1
2848,SSA,0.1
SSA,2849,0.1
2849,SSA,0.1
SSA,2850,0.1
2850,SSA,0.1
SSA,2851,0.1
2851,SSA,0.1
SSA,2852,0.1
2852,SSA,0.1
SSA,2853,0.1
2853,SSA,0.1
SSA,2854,0.1
2854,SSA,0.1
SSA,2855,0.1
2855,SSA,0.1
SSA,2856,0.1
2856,SSA,0.1
SSA,2857,0.1
2857,SSA,0.1
SSA,2858,0.1
2858,SSA,0.1
SSA,2859,0.1
2859,SSA,0.1
SSA,2860,0.1
2860,SSA,0.1
SSA,2861,0.1
2861,SSA,0.1
SSA,2862,0.1
2862,SSA,0.1
SSA,2863,0.1
2863,SSA,0.1
SSA,2864,0.1
2864,SSA,0.1
SSA,2865,0.1
2865,SSA,0.1
SSA,2866,0.1
2866,SSA,0.1
SSA,2867,0.1
2867,SSA,0.1
SSA,2868,0.1
2868,SSA,0.1
SSA,2869,0.1
2869,SSA,0.1
SSA,2870,0.1
2870,SSA,0.1
SSA,2871,0.1
2871,SSA,0.1
SSA,2872,0.1
2872,SSA,0.1
SSA,2873,0.1
2873,SSA,0.1
SSA,2874,0.1
2874,SSA,0.1
SSA,2875,0.1
2875,SSA,0.1
SSA,2876,0.1
2876,SSA,0.1
SSA,2877,0.1
2877,SSA,0.1
SSA,2878,0.1
2878,SSA,0.1
SSA,2879,0.1
2879,SSA,0.1
SSA,2880,0.1
2880,SSA,0.1
SSA,2881,0.1
2881,SSA,0.1
SSA,2882,0.1
2882,SSA,0.1
SSA,2883,0.1
2883,SSA,0.1
SSA,2884,0.1
2884,SSA,0.1
SSA,2885,0.1
2885,SSA,0.1
SSA,2886,0.1
2886,SSA,0.1
SSA,2887,0.1
2887,SSA,0.1
SSA,2888,0.1
2888,SSA,0.1
SSA,2889,0.1
2889,SSA,0.1
SSA,2890,0.1
2890,SSA,0.1
SSA,2891,0.1
2891,SSA,0.1
SSA,2892,0.1
2892,SSA,0.1
SSA,2893,0.1
2893,SSA,0.1
SSA,2894,0.1
2894,SSA,0.1
SSA,2895,0.1
2895,SSA,0.1
SSA,2896,0.1
2896,SSA,0.1
SSA,2897,0.1
2897,SSA,0.1
SSA,2898,0.1
2898,SSA,0.1
SSA,2899,0.1
2899,SSA,0.1
SSA,2900,0.1
2900,SSA,0.1
SSA,2901,0.1
2901,SSA,0.1
SSA,2902,0.1
2902,SSA,0.1
SSA,2903,0.1
2903,SSA,0.1
SSA,2904,0.1
2904,SSA,0.1
SSA,2905,0.1
2905,SSA,0.1
SSA,2906,0.1
2906,SSA,0.1
SSA,2907,0.1
2907,SSA,0.1
SSA,2908,0.1
2908,SSA,0.1
SSA,2909,0.1
2909,SSA,0.1
SSA,2910,0.1
2910,SSA,0.1
SSA,2911,0.1
2911,SSA,0.1
SSA,2912,0.1
2912,SSA,0.1
SSA,2913,0.1
2913,SSA,0.1
SSA,2914,0.1
2914,SSA,0.1
SSA,2915,0.1
2915,SSA,0.1
SSA,2916,0.1
2916,SSA,0.1
SSA,2917,0.1
2917,SSA,0.1
SSA,2918,0.1
2918,SSA,0.1
SSA,2919,0.1
2919,SSA,0.1
SSA,2920,0.1
2920,SSA,0.1
SSA,2921,0.1
2921,SSA,0.1
SSA,2922,0.1
2922,SSA,0.1
SSA,2923,0.1
2923,SSA,0.1
SSA,2924,0.1
2924,SSA,0.1
SSA,2925,0.1
2925,SSA,0.1
SSA,2926,0.1
2926,SSA,0.1
SSA,2927,0.1
2927,SSA,0.1
SSA,2928,0.1
2928,SSA,0.1
SSA,2929,0.1
2929,SSA,0.1
SSA,2930,0.1
2930,SSA,0.1
SSA,2931,0.1
2931,SSA,0.1
SSA,2932,0.1
2932,SSA,0.1
SSA,2933,0.1
2933,SSA,0.1
SSA,2934,0.1
2934,SSA,0.1
SSA,2935,0.1
2935,SSA,0.1
SSA,2936,0.1
2936,SSA,0.1
SSA,2937,0.1
2937,SSA,0.1
SSA,2938,0.1
2938,SSA,0.1
SSA,2939,0.1
2939,SSA,0.1
SSA,2940,0.1
2940,SSA,0.1
SSA,2941,0.1
2941,SSA,0.1
SSA,2942,0.1
2942,SSA,0.1
SSA,2943,0.1
2943,SSA,0.1
SSA,2944,0.1
2944,SSA,0.1
SSA,2945,0.1
2945,SSA,0.1
SSA,2946,0.1
2946,SSA,0.1
SSA,2947,0.1
2947,SSA,0.1
SSA,2948,0.1
2948,SSA,0.1
SSA,2949,0.1
2949,SSA,0.1
SSA,2950,0.1
2950,SSA,0.1
SSA,2951,0.1
2951,SSA,0.1
SSA,2952,0.1
2952,SSA,0.1
SSA,2953,0.1
2953,SSA,0.1
SSA,2954,0.1
2954,SSA,0.1
SSA,2955,0.1
2955,SSA,0.1
SSA,2956,0.1
2956,SSA,0.1
SSA,2957,0.1
2957,SSA,0.1
SSA,2958,0.1
2958,SSA,0.1
SSA,2959,0.1
2959,SSA,0.1
SSA,2960,0.1
2960,SSA,0.1
SSA,2961,0.1
2961,SSA,0.1
SSA,2962,0.1
2962,SSA,0.1
SSA,2963,0.1
2963,SSA,0.1
SSA,2964,0.1
2964,SSA,0.1
SSA,2965,0.1
2965,SSA,0.1
SSA,2966,0.1
2966,SSA,0.1
SSA,2967,0.1
2967,SSA,0.1
SSA,2968,0.1
2968,SSA,0.1
SSA,2969,0.1
2969,SSA,0.1
SSA,2970,0.1
2970,SSA,0.1
SSA,2971,0.1
2971,SSA,0.1
SSA,2972,0.1
2972,SSA,0.1
SSA,2973,0.1
2973,SSA,0.1
SSA,2974,0.1
2974,SSA,0.1
SSA,2975,0.1
2975,SSA,0.1
SSA,2976,0.1
2976,SSA,0.1
SSA,2977,0.1
2977,SSA,0.1
SSA,2978,0.1
2978,SSA,0.1
SSA,2979,0.1
2979,SSA,0.1
SSA,2980,0.1
2980,SSA,0.1
SSA,2981,0.1
2981,SSA,0.1
SSA,2982,0.1
2982,SSA,0.1
SSA,2983,0.1
2983,SSA,0.1
SSA,2984,0.1
2984,SSA,0.1
SSA,2985,0.1
2985,SSA,0.1
SSA,2986,0.1
2986,SSA,0.1
SSA,2987,0.1
2987,SSA,0.1
SSA,2988,0.1
2988,SSA,0.1
SSA,2989,0.1
2989,SSA,0.1
SSA,2990,0.1
2990,SSA,0.1
SSA,2991,0.1
2991,SSA,0.1
SSA,2992,0.1
2992,SSA,0.1
SSA,2993,0.1
2993,SSA,0.1
SSA,2994,0.1
2994,SSA,0.1
SSA,2995,0.1
2995,SSA,0.1
SSA,2996,0.1
2996,SSA,0.1
SSA,2997,0.1
2997,SSA,0.1
SSA,2998,0.1
2998,SSA,0.1
SSA,2999,0.1
2999,SSA,0.1
SSA,3000,0.1
3000,SSA,0.1
SIS,1950,-2.04
1950,SIS,-2.04
SIS,1951,-2.04
1951,SIS,-2.04
SIS,1952,-2.04
1952,SIS,-2.04
SIS,1953,-2.04
1953,SIS,-2.04
SIS,1954,-2.04
1954,SIS,-2.04
SIS,1955,-2.04
1955,SIS,-2.04
SIS,1956,-2.04
1956,SIS,-2.04
SIS,1957,-2.04
1957,SIS,-2.04
SIS,1958,-2.04
1958,SIS,-2.04
SIS,1959,-2.04
1959,SIS,-2.04
SIS,1960,-1.62
1960,SIS,-1.62
SIS,1961,-1.62
1961,SIS,-1.62
SIS,1962,-1.62
1962,SIS,-1.62
SIS,1963,-1.62
1963,SIS,-1.62
SIS,1964,-1.62
1964,SIS,-1.62
SIS,1965,-1.62
1965,SIS,-1.62
SIS,1966,-1.62
1966,SIS,-1.62
SIS,1967,-1.62
1967,SIS,-1.62
SIS,1968,-1.62
1968,SIS,-1.62
SIS,1969,-1.62
1969,SIS,-1.62
SIS,1970,-0.255
1970,SIS,-0.255
SIS,1971,-0.255
1971,SIS,-0.255
SIS,1972,-0.255
1972,SIS,-0.255
SIS,1973,-0.255
1973,SIS,-0.255
SIS,1974,-0.255
1974,SIS,-0.255
SIS,1975,-0.255
1975,SIS,-0.255
SIS,1976,-0.255
1976,SIS,-0.255
SIS,1977,-0.255
1977,SIS,-0.255
SIS,1978,-0.255
1978,SIS,-0.255
SIS,1979,-0.255
1979,SIS,-0.255
SIS,1980,2.27
1980,SIS,2.27
SIS,1981,2.27
1981,SIS,2.27
SIS,1982,2.27
1982,SIS,2.27
SIS,1983,2.27
1983,SIS,2.27
SIS,1984,2.27
1984,SIS,2.27
SIS,1985,2.27
1985,SIS,2.27
SIS,1986,2.27
1986,SIS,2.27
SIS,1987,2.27
1987,SIS,2.27
SIS,1988,2.27
1988,SIS,2.27
SIS,1989,2.27
1989,SIS,2.27
SIS,1990,-0.705
1990,SIS,-0.705
SIS,1991,-0.705
1991,SIS,-0.705
SIS,1992,-0.705
1992,SIS,-0.705
SIS,1993,-0.705
1993,SIS,-0.705
SIS,1994,-0.705
1994,SIS,-0.705
SIS,1995,-0.605
1995,SIS,-0.605
SIS,1996,-0.504
1996,SIS,-0.504
SIS,1997,-0.404
1997,SIS,-0.404
SIS,1998,-0.304
1998,SIS,-0.304
SIS,1999,-0.203
1999,SIS,-0.203
SIS,2000,-0.103
